GEO_ID,NAME,zip,,P001001
8710000US4217238,ZCTA5,17238, Pennsylvania,1794
8710000US4217239,ZCTA5,17239, Pennsylvania,203
8710000US4217240,ZCTA5,17240, Pennsylvania,3345
8710000US4217241,ZCTA5,17241, Pennsylvania,11853
8710000US4217243,ZCTA5,17243, Pennsylvania,1329
8710000US4217244,ZCTA5,17244, Pennsylvania,2407
8710000US4217246,ZCTA5,17246, Pennsylvania,195
8710000US4217247,ZCTA5,17247, Pennsylvania,366
8710000US4217249,ZCTA5,17249, Pennsylvania,371
8710000US4217253,ZCTA5,17253, Pennsylvania,337
8710000US4217250,ZCTA5,17250, Pennsylvania,68
8710000US4217251,ZCTA5,17251, Pennsylvania,158
8710000US4217252,ZCTA5,17252, Pennsylvania,3608
8710000US4217254,ZCTA5,17254, Pennsylvania,89
8710000US4217255,ZCTA5,17255, Pennsylvania,1125
8710000US4217256,ZCTA5,17256, Pennsylvania,91
8710000US4217257,ZCTA5,17257, Pennsylvania,27996
8710000US4217260,ZCTA5,17260, Pennsylvania,1164
8710000US4217261,ZCTA5,17261, Pennsylvania,193
8710000US4217262,ZCTA5,17262, Pennsylvania,1462
8710000US4217263,ZCTA5,17263, Pennsylvania,467
8710000US4217264,ZCTA5,17264, Pennsylvania,2305
8710000US4217268,ZCTA5,17268, Pennsylvania,28285
8710000US4217265,ZCTA5,17265, Pennsylvania,496
8710000US4217266,ZCTA5,17266, Pennsylvania,581
8710000US4217267,ZCTA5,17267, Pennsylvania,2810
8710000US4215539,ZCTA5,15539, Pennsylvania,498
8710000US4215540,ZCTA5,15540, Pennsylvania,290
8710000US4215541,ZCTA5,15541, Pennsylvania,3721
8710000US4215542,ZCTA5,15542, Pennsylvania,1175
8710000US4215544,ZCTA5,15544, Pennsylvania,264
8710000US4215545,ZCTA5,15545, Pennsylvania,2879
8710000US4215546,ZCTA5,15546, Pennsylvania,386
8710000US4215547,ZCTA5,15547, Pennsylvania,504
8710000US4215550,ZCTA5,15550, Pennsylvania,1699
8710000US4215551,ZCTA5,15551, Pennsylvania,860
8710000US4215552,ZCTA5,15552, Pennsylvania,6115
8710000US4215554,ZCTA5,15554, Pennsylvania,2553
8710000US4215555,ZCTA5,15555, Pennsylvania,112
8710000US4215557,ZCTA5,15557, Pennsylvania,3684
8710000US4215561,ZCTA5,15561, Pennsylvania,168
8710000US4215558,ZCTA5,15558, Pennsylvania,2126
8710000US4215559,ZCTA5,15559, Pennsylvania,1968
8710000US4215560,ZCTA5,15560, Pennsylvania,175
8710000US4215562,ZCTA5,15562, Pennsylvania,201
8710000US4215563,ZCTA5,15563, Pennsylvania,3345
8710000US4215564,ZCTA5,15564, Pennsylvania,50
8710000US4215601,ZCTA5,15601, Pennsylvania,59483
8710000US4215610,ZCTA5,15610, Pennsylvania,3738
8710000US4215611,ZCTA5,15611, Pennsylvania,543
8710000US4215612,ZCTA5,15612, Pennsylvania,474
8710000US4215613,ZCTA5,15613, Pennsylvania,13933
8710000US4215615,ZCTA5,15615, Pennsylvania,387
8710000US4215616,ZCTA5,15616, Pennsylvania,23
8710000US4215617,ZCTA5,15617, Pennsylvania,367
8710000US4215618,ZCTA5,15618, Pennsylvania,2634
8710000US4217960,ZCTA5,17960, Pennsylvania,3868
8710000US4217961,ZCTA5,17961, Pennsylvania,6958
8710000US4217963,ZCTA5,17963, Pennsylvania,9317
8710000US4217964,ZCTA5,17964, Pennsylvania,798
8710000US4217965,ZCTA5,17965, Pennsylvania,2067
8710000US4217972,ZCTA5,17972, Pennsylvania,11627
8710000US4217974,ZCTA5,17974, Pennsylvania,344
8710000US4217967,ZCTA5,17967, Pennsylvania,2457
8710000US4217968,ZCTA5,17968, Pennsylvania,329
8710000US4217970,ZCTA5,17970, Pennsylvania,3241
8710000US4217976,ZCTA5,17976, Pennsylvania,6937
8710000US4217978,ZCTA5,17978, Pennsylvania,224
8710000US4217979,ZCTA5,17979, Pennsylvania,168
8710000US4217980,ZCTA5,17980, Pennsylvania,3238
8710000US4217981,ZCTA5,17981, Pennsylvania,2751
8710000US4217982,ZCTA5,17982, Pennsylvania,430
8710000US4217983,ZCTA5,17983, Pennsylvania,1620
8710000US4217985,ZCTA5,17985, Pennsylvania,1226
8710000US4218011,ZCTA5,18011, Pennsylvania,5450
8710000US4218013,ZCTA5,18013, Pennsylvania,17802
8710000US4218014,ZCTA5,18014, Pennsylvania,11387
8710000US4218015,ZCTA5,18015, Pennsylvania,32832
8710000US4218016,ZCTA5,18016, Pennsylvania,0
8710000US4218017,ZCTA5,18017, Pennsylvania,37549
8710000US4218018,ZCTA5,18018, Pennsylvania,32413
8710000US4218020,ZCTA5,18020, Pennsylvania,20447
8710000US4218030,ZCTA5,18030, Pennsylvania,623
8710000US4218031,ZCTA5,18031, Pennsylvania,7528
8710000US4218036,ZCTA5,18036, Pennsylvania,12822
8710000US4218032,ZCTA5,18032, Pennsylvania,9285
8710000US4218034,ZCTA5,18034, Pennsylvania,8256
8710000US4218035,ZCTA5,18035, Pennsylvania,241
8710000US4218037,ZCTA5,18037, Pennsylvania,7070
8710000US4218038,ZCTA5,18038, Pennsylvania,3091
8710000US4216210,ZCTA5,16210, Pennsylvania,1014
8710000US4216211,ZCTA5,16211, Pennsylvania,104
8710000US4216212,ZCTA5,16212, Pennsylvania,339
8710000US4216213,ZCTA5,16213, Pennsylvania,204
8710000US4216214,ZCTA5,16214, Pennsylvania,10127
8710000US4216217,ZCTA5,16217, Pennsylvania,101
8710000US4216218,ZCTA5,16218, Pennsylvania,1195
8710000US4216222,ZCTA5,16222, Pennsylvania,2526
8710000US4216223,ZCTA5,16223, Pennsylvania,154
8710000US4216224,ZCTA5,16224, Pennsylvania,1181
8710000US4216226,ZCTA5,16226, Pennsylvania,8279
8710000US4216228,ZCTA5,16228, Pennsylvania,371
8710000US4216229,ZCTA5,16229, Pennsylvania,4997
8710000US4216230,ZCTA5,16230, Pennsylvania,494
8710000US4216232,ZCTA5,16232, Pennsylvania,4281
8710000US4216233,ZCTA5,16233, Pennsylvania,1246
8710000US4216235,ZCTA5,16235, Pennsylvania,1256
8710000US4216239,ZCTA5,16239, Pennsylvania,4172
8710000US4216240,ZCTA5,16240, Pennsylvania,1533
8710000US4216236,ZCTA5,16236, Pennsylvania,262
8710000US4216238,ZCTA5,16238, Pennsylvania,410
8710000US4216242,ZCTA5,16242, Pennsylvania,4693
8710000US4216244,ZCTA5,16244, Pennsylvania,265
8710000US4216245,ZCTA5,16245, Pennsylvania,207
8710000US4216246,ZCTA5,16246, Pennsylvania,252
8710000US4216248,ZCTA5,16248, Pennsylvania,3130
8710000US4216249,ZCTA5,16249, Pennsylvania,2089
8710000US4216250,ZCTA5,16250, Pennsylvania,315
8710000US4216253,ZCTA5,16253, Pennsylvania,91
8710000US4216254,ZCTA5,16254, Pennsylvania,3471
8710000US4216255,ZCTA5,16255, Pennsylvania,1943
8710000US4216256,ZCTA5,16256, Pennsylvania,2084
8710000US4216258,ZCTA5,16258, Pennsylvania,1869
8710000US4216259,ZCTA5,16259, Pennsylvania,1934
8710000US4216260,ZCTA5,16260, Pennsylvania,296
8710000US4216262,ZCTA5,16262, Pennsylvania,3007
8710000US4216263,ZCTA5,16263, Pennsylvania,317
8710000US4216301,ZCTA5,16301, Pennsylvania,16321
8710000US4216311,ZCTA5,16311, Pennsylvania,564
8710000US4216312,ZCTA5,16312, Pennsylvania,25
8710000US4218938,ZCTA5,18938, Pennsylvania,13989
8710000US4218940,ZCTA5,18940, Pennsylvania,28825
8710000US4218942,ZCTA5,18942, Pennsylvania,3260
8710000US4218944,ZCTA5,18944, Pennsylvania,24479
8710000US4218947,ZCTA5,18947, Pennsylvania,6172
8710000US4218950,ZCTA5,18950, Pennsylvania,252
8710000US4218951,ZCTA5,18951, Pennsylvania,34651
8710000US4218954,ZCTA5,18954, Pennsylvania,9745
8710000US4218955,ZCTA5,18955, Pennsylvania,1662
8710000US4218960,ZCTA5,18960, Pennsylvania,12473
8710000US4218962,ZCTA5,18962, Pennsylvania,515
8710000US4218964,ZCTA5,18964, Pennsylvania,13812
8710000US4218966,ZCTA5,18966, Pennsylvania,37999
8710000US4218969,ZCTA5,18969, Pennsylvania,15273
8710000US4218970,ZCTA5,18970, Pennsylvania,696
8710000US4218972,ZCTA5,18972, Pennsylvania,3512
8710000US4218974,ZCTA5,18974, Pennsylvania,40953
8710000US4218976,ZCTA5,18976, Pennsylvania,19795
8710000US4218977,ZCTA5,18977, Pennsylvania,4291
8710000US4218980,ZCTA5,18980, Pennsylvania,510
8710000US4219001,ZCTA5,19001, Pennsylvania,17020
8710000US4219002,ZCTA5,19002, Pennsylvania,32412
8710000US4219003,ZCTA5,19003, Pennsylvania,12519
8710000US4219004,ZCTA5,19004, Pennsylvania,9416
8710000US4217270,ZCTA5,17270, Pennsylvania,115
8710000US4217271,ZCTA5,17271, Pennsylvania,339
8710000US4217272,ZCTA5,17272, Pennsylvania,294
8710000US4217301,ZCTA5,17301, Pennsylvania,4053
8710000US4217302,ZCTA5,17302, Pennsylvania,3083
8710000US4217304,ZCTA5,17304, Pennsylvania,3059
8710000US4217306,ZCTA5,17306, Pennsylvania,318
8710000US4217307,ZCTA5,17307, Pennsylvania,5899
8710000US4217309,ZCTA5,17309, Pennsylvania,2086
8710000US4217311,ZCTA5,17311, Pennsylvania,252
8710000US4217316,ZCTA5,17316, Pennsylvania,8266
8710000US4217313,ZCTA5,17313, Pennsylvania,10899
8710000US4217314,ZCTA5,17314, Pennsylvania,5929
8710000US4217315,ZCTA5,17315, Pennsylvania,25756
8710000US4217317,ZCTA5,17317, Pennsylvania,755
8710000US4217318,ZCTA5,17318, Pennsylvania,344
8710000US4217319,ZCTA5,17319, Pennsylvania,10417
8710000US4217320,ZCTA5,17320, Pennsylvania,7823
8710000US4217321,ZCTA5,17321, Pennsylvania,2238
8710000US4217322,ZCTA5,17322, Pennsylvania,6012
8710000US4217324,ZCTA5,17324, Pennsylvania,4219
8710000US4217325,ZCTA5,17325, Pennsylvania,27619
8710000US4217327,ZCTA5,17327, Pennsylvania,7565
8710000US4217329,ZCTA5,17329, Pennsylvania,2494
8710000US4217331,ZCTA5,17331, Pennsylvania,50292
8710000US4217339,ZCTA5,17339, Pennsylvania,6940
8710000US4217340,ZCTA5,17340, Pennsylvania,10896
8710000US4217343,ZCTA5,17343, Pennsylvania,180
8710000US4217344,ZCTA5,17344, Pennsylvania,3656
8710000US4217345,ZCTA5,17345, Pennsylvania,7679
8710000US4217347,ZCTA5,17347, Pennsylvania,6202
8710000US4217349,ZCTA5,17349, Pennsylvania,7570
8710000US4217350,ZCTA5,17350, Pennsylvania,12886
8710000US4217352,ZCTA5,17352, Pennsylvania,1292
8710000US4217360,ZCTA5,17360, Pennsylvania,5927
8710000US4218040,ZCTA5,18040, Pennsylvania,15742
8710000US4218041,ZCTA5,18041, Pennsylvania,5424
8710000US4218042,ZCTA5,18042, Pennsylvania,41570
8710000US4218045,ZCTA5,18045, Pennsylvania,26391
8710000US4218046,ZCTA5,18046, Pennsylvania,64
8710000US4218049,ZCTA5,18049, Pennsylvania,17341
8710000US4218051,ZCTA5,18051, Pennsylvania,3327
8710000US4218052,ZCTA5,18052, Pennsylvania,26902
8710000US4218053,ZCTA5,18053, Pennsylvania,2375
8710000US4218054,ZCTA5,18054, Pennsylvania,4278
8710000US4218055,ZCTA5,18055, Pennsylvania,11780
8710000US4218056,ZCTA5,18056, Pennsylvania,943
8710000US4218058,ZCTA5,18058, Pennsylvania,9464
8710000US4218059,ZCTA5,18059, Pennsylvania,1228
8710000US4218062,ZCTA5,18062, Pennsylvania,24351
8710000US4218063,ZCTA5,18063, Pennsylvania,548
8710000US4218064,ZCTA5,18064, Pennsylvania,24073
8710000US4218066,ZCTA5,18066, Pennsylvania,6005
8710000US4218067,ZCTA5,18067, Pennsylvania,17852
8710000US4218068,ZCTA5,18068, Pennsylvania,42
8710000US4218072,ZCTA5,18072, Pennsylvania,6571
8710000US4218069,ZCTA5,18069, Pennsylvania,8017
8710000US4218070,ZCTA5,18070, Pennsylvania,739
8710000US4218071,ZCTA5,18071, Pennsylvania,10578
8710000US4218073,ZCTA5,18073, Pennsylvania,9350
8710000US4218074,ZCTA5,18074, Pennsylvania,5775
8710000US4218076,ZCTA5,18076, Pennsylvania,2662
8710000US4218077,ZCTA5,18077, Pennsylvania,2370
8710000US4219009,ZCTA5,19009, Pennsylvania,864
8710000US4219006,ZCTA5,19006, Pennsylvania,21423
8710000US4219007,ZCTA5,19007, Pennsylvania,21125
8710000US4219008,ZCTA5,19008, Pennsylvania,20535
8710000US4219010,ZCTA5,19010, Pennsylvania,21103
8710000US4219012,ZCTA5,19012, Pennsylvania,6670
8710000US4219013,ZCTA5,19013, Pennsylvania,35130
8710000US4219014,ZCTA5,19014, Pennsylvania,21206
8710000US4219015,ZCTA5,19015, Pennsylvania,16632
8710000US4219017,ZCTA5,19017, Pennsylvania,348
8710000US4219018,ZCTA5,19018, Pennsylvania,23360
8710000US4219020,ZCTA5,19020, Pennsylvania,55493
8710000US4219021,ZCTA5,19021, Pennsylvania,10074
8710000US4219022,ZCTA5,19022, Pennsylvania,3669
8710000US4219023,ZCTA5,19023, Pennsylvania,22164
8710000US4219025,ZCTA5,19025, Pennsylvania,5395
8710000US4219026,ZCTA5,19026, Pennsylvania,30738
8710000US4219027,ZCTA5,19027, Pennsylvania,19067
8710000US4219029,ZCTA5,19029, Pennsylvania,3971
8710000US4219030,ZCTA5,19030, Pennsylvania,12122
8710000US4219031,ZCTA5,19031, Pennsylvania,4700
8710000US4219032,ZCTA5,19032, Pennsylvania,6606
8710000US4219033,ZCTA5,19033, Pennsylvania,7777
8710000US4219034,ZCTA5,19034, Pennsylvania,5999
8710000US4219035,ZCTA5,19035, Pennsylvania,3780
8710000US4219036,ZCTA5,19036, Pennsylvania,12942
8710000US4219038,ZCTA5,19038, Pennsylvania,31595
8710000US4219044,ZCTA5,19044, Pennsylvania,15853
8710000US4219040,ZCTA5,19040, Pennsylvania,20536
8710000US4219041,ZCTA5,19041, Pennsylvania,6248
8710000US4219043,ZCTA5,19043, Pennsylvania,2664
8710000US4219046,ZCTA5,19046, Pennsylvania,17809
8710000US4219047,ZCTA5,19047, Pennsylvania,35056
8710000US4219050,ZCTA5,19050, Pennsylvania,28073
8710000US4219053,ZCTA5,19053, Pennsylvania,25966
8710000US4219054,ZCTA5,19054, Pennsylvania,17437
8710000US4219055,ZCTA5,19055, Pennsylvania,13924
8710000US4219056,ZCTA5,19056, Pennsylvania,15486
8710000US4215710,ZCTA5,15710, Pennsylvania,266
8710000US4215711,ZCTA5,15711, Pennsylvania,412
8710000US4215712,ZCTA5,15712, Pennsylvania,151
8710000US4215713,ZCTA5,15713, Pennsylvania,294
8710000US4215714,ZCTA5,15714, Pennsylvania,5323
8710000US4215715,ZCTA5,15715, Pennsylvania,621
8710000US4215716,ZCTA5,15716, Pennsylvania,683
8710000US4215717,ZCTA5,15717, Pennsylvania,10847
8710000US4215721,ZCTA5,15721, Pennsylvania,234
8710000US4215724,ZCTA5,15724, Pennsylvania,2412
8710000US4215725,ZCTA5,15725, Pennsylvania,1446
8710000US4215722,ZCTA5,15722, Pennsylvania,2432
8710000US4215723,ZCTA5,15723, Pennsylvania,46
8710000US4215727,ZCTA5,15727, Pennsylvania,168
8710000US4215728,ZCTA5,15728, Pennsylvania,3701
8710000US4215729,ZCTA5,15729, Pennsylvania,1537
8710000US4215730,ZCTA5,15730, Pennsylvania,69
8710000US4215731,ZCTA5,15731, Pennsylvania,315
8710000US4215732,ZCTA5,15732, Pennsylvania,1669
8710000US4215733,ZCTA5,15733, Pennsylvania,108
8710000US4215734,ZCTA5,15734, Pennsylvania,322
8710000US4215736,ZCTA5,15736, Pennsylvania,613
8710000US4216434,ZCTA5,16434, Pennsylvania,2990
8710000US4216435,ZCTA5,16435, Pennsylvania,2108
8710000US4216436,ZCTA5,16436, Pennsylvania,756
8710000US4216438,ZCTA5,16438, Pennsylvania,8083
8710000US4216440,ZCTA5,16440, Pennsylvania,891
8710000US4216441,ZCTA5,16441, Pennsylvania,10136
8710000US4216442,ZCTA5,16442, Pennsylvania,2958
8710000US4216443,ZCTA5,16443, Pennsylvania,1425
8710000US4216444,ZCTA5,16444, Pennsylvania,1717
8710000US4216501,ZCTA5,16501, Pennsylvania,2044
8710000US4216502,ZCTA5,16502, Pennsylvania,16664
8710000US4216503,ZCTA5,16503, Pennsylvania,16850
8710000US4216504,ZCTA5,16504, Pennsylvania,17322
8710000US4216505,ZCTA5,16505, Pennsylvania,17168
8710000US4216506,ZCTA5,16506, Pennsylvania,23720
8710000US4216507,ZCTA5,16507, Pennsylvania,11088
8710000US4216508,ZCTA5,16508, Pennsylvania,16050
8710000US4216509,ZCTA5,16509, Pennsylvania,26810
8710000US4216510,ZCTA5,16510, Pennsylvania,25625
8710000US4216511,ZCTA5,16511, Pennsylvania,11382
8710000US4216546,ZCTA5,16546, Pennsylvania,1154
8710000US4216563,ZCTA5,16563, Pennsylvania,1621
8710000US4216601,ZCTA5,16601, Pennsylvania,33870
8710000US4216602,ZCTA5,16602, Pennsylvania,29554
8710000US4216611,ZCTA5,16611, Pennsylvania,2410
8710000US4216613,ZCTA5,16613, Pennsylvania,1535
8710000US4216616,ZCTA5,16616, Pennsylvania,116
8710000US4216617,ZCTA5,16617, Pennsylvania,2806
8710000US4216619,ZCTA5,16619, Pennsylvania,347
8710000US4216620,ZCTA5,16620, Pennsylvania,414
8710000US4216621,ZCTA5,16621, Pennsylvania,737
8710000US4215737,ZCTA5,15737, Pennsylvania,83
8710000US4215738,ZCTA5,15738, Pennsylvania,265
8710000US4215739,ZCTA5,15739, Pennsylvania,462
8710000US4215741,ZCTA5,15741, Pennsylvania,83
8710000US4215742,ZCTA5,15742, Pennsylvania,950
8710000US4215744,ZCTA5,15744, Pennsylvania,105
8710000US4215745,ZCTA5,15745, Pennsylvania,337
8710000US4215746,ZCTA5,15746, Pennsylvania,135
8710000US4215750,ZCTA5,15750, Pennsylvania,245
8710000US4215752,ZCTA5,15752, Pennsylvania,54
8710000US4215747,ZCTA5,15747, Pennsylvania,2027
8710000US4215748,ZCTA5,15748, Pennsylvania,7060
8710000US4215753,ZCTA5,15753, Pennsylvania,513
8710000US4215754,ZCTA5,15754, Pennsylvania,502
8710000US4215756,ZCTA5,15756, Pennsylvania,207
8710000US4215757,ZCTA5,15757, Pennsylvania,1618
8710000US4215759,ZCTA5,15759, Pennsylvania,3004
8710000US4215760,ZCTA5,15760, Pennsylvania,152
8710000US4215761,ZCTA5,15761, Pennsylvania,111
8710000US4215762,ZCTA5,15762, Pennsylvania,823
8710000US4215764,ZCTA5,15764, Pennsylvania,163
8710000US4215765,ZCTA5,15765, Pennsylvania,1707
8710000US4215767,ZCTA5,15767, Pennsylvania,14668
8710000US4215770,ZCTA5,15770, Pennsylvania,184
8710000US4215771,ZCTA5,15771, Pennsylvania,991
8710000US4215772,ZCTA5,15772, Pennsylvania,1715
8710000US4215773,ZCTA5,15773, Pennsylvania,516
8710000US4215774,ZCTA5,15774, Pennsylvania,3029
8710000US4215775,ZCTA5,15775, Pennsylvania,751
8710000US4215776,ZCTA5,15776, Pennsylvania,52
8710000US4215777,ZCTA5,15777, Pennsylvania,170
8710000US4215778,ZCTA5,15778, Pennsylvania,140
8710000US4215779,ZCTA5,15779, Pennsylvania,414
8710000US4215784,ZCTA5,15784, Pennsylvania,67
8710000US4215780,ZCTA5,15780, Pennsylvania,148
8710000US4215781,ZCTA5,15781, Pennsylvania,94
8710000US4215783,ZCTA5,15783, Pennsylvania,140
8710000US4215801,ZCTA5,15801, Pennsylvania,19270
8710000US4215821,ZCTA5,15821, Pennsylvania,164
8710000US4215823,ZCTA5,15823, Pennsylvania,1431
8710000US4218325,ZCTA5,18325, Pennsylvania,2465
8710000US4218326,ZCTA5,18326, Pennsylvania,4152
8710000US4218327,ZCTA5,18327, Pennsylvania,700
8710000US4218328,ZCTA5,18328, Pennsylvania,7759
8710000US4218330,ZCTA5,18330, Pennsylvania,8927
8710000US4218331,ZCTA5,18331, Pennsylvania,867
8710000US4218332,ZCTA5,18332, Pennsylvania,3085
8710000US4218333,ZCTA5,18333, Pennsylvania,712
8710000US4218334,ZCTA5,18334, Pennsylvania,4156
8710000US4218335,ZCTA5,18335, Pennsylvania,672
8710000US4218336,ZCTA5,18336, Pennsylvania,4082
8710000US4218337,ZCTA5,18337, Pennsylvania,14572
8710000US4218340,ZCTA5,18340, Pennsylvania,174
8710000US4218342,ZCTA5,18342, Pennsylvania,492
8710000US4218343,ZCTA5,18343, Pennsylvania,3982
8710000US4218344,ZCTA5,18344, Pennsylvania,3589
8710000US4218346,ZCTA5,18346, Pennsylvania,2964
8710000US4218347,ZCTA5,18347, Pennsylvania,3364
8710000US4218349,ZCTA5,18349, Pennsylvania,132
8710000US4218350,ZCTA5,18350, Pennsylvania,1931
8710000US4218351,ZCTA5,18351, Pennsylvania,518
8710000US4218352,ZCTA5,18352, Pennsylvania,1098
8710000US4218353,ZCTA5,18353, Pennsylvania,12779
8710000US4218354,ZCTA5,18354, Pennsylvania,951
8710000US4216622,ZCTA5,16622, Pennsylvania,175
8710000US4216623,ZCTA5,16623, Pennsylvania,567
8710000US4216624,ZCTA5,16624, Pennsylvania,204
8710000US4216625,ZCTA5,16625, Pennsylvania,3868
8710000US4216627,ZCTA5,16627, Pennsylvania,2278
8710000US4216630,ZCTA5,16630, Pennsylvania,5080
8710000US4216631,ZCTA5,16631, Pennsylvania,90
8710000US4216633,ZCTA5,16633, Pennsylvania,200
8710000US4216634,ZCTA5,16634, Pennsylvania,302
8710000US4216635,ZCTA5,16635, Pennsylvania,11321
8710000US4216636,ZCTA5,16636, Pennsylvania,742
8710000US4216637,ZCTA5,16637, Pennsylvania,2873
8710000US4216638,ZCTA5,16638, Pennsylvania,67
8710000US4216639,ZCTA5,16639, Pennsylvania,1494
8710000US4216640,ZCTA5,16640, Pennsylvania,817
8710000US4216641,ZCTA5,16641, Pennsylvania,2598
8710000US4216645,ZCTA5,16645, Pennsylvania,142
8710000US4216646,ZCTA5,16646, Pennsylvania,2558
8710000US4216647,ZCTA5,16647, Pennsylvania,764
8710000US4216648,ZCTA5,16648, Pennsylvania,15538
8710000US4216650,ZCTA5,16650, Pennsylvania,2036
8710000US4216652,ZCTA5,16652, Pennsylvania,18028
8710000US4216656,ZCTA5,16656, Pennsylvania,1297
8710000US4216651,ZCTA5,16651, Pennsylvania,5813
8710000US4216655,ZCTA5,16655, Pennsylvania,1601
8710000US4216657,ZCTA5,16657, Pennsylvania,1343
8710000US4216659,ZCTA5,16659, Pennsylvania,303
8710000US4216661,ZCTA5,16661, Pennsylvania,951
8710000US4216666,ZCTA5,16666, Pennsylvania,2960
8710000US4216662,ZCTA5,16662, Pennsylvania,6040
8710000US4216664,ZCTA5,16664, Pennsylvania,2104
8710000US4219143,ZCTA5,19143, Pennsylvania,64849
8710000US4219144,ZCTA5,19144, Pennsylvania,43329
8710000US4219145,ZCTA5,19145, Pennsylvania,47261
8710000US4219146,ZCTA5,19146, Pennsylvania,35113
8710000US4219147,ZCTA5,19147, Pennsylvania,36228
8710000US4219148,ZCTA5,19148, Pennsylvania,49732
8710000US4219149,ZCTA5,19149, Pennsylvania,55006
8710000US4219150,ZCTA5,19150, Pennsylvania,23378
8710000US4219151,ZCTA5,19151, Pennsylvania,29883
8710000US4219152,ZCTA5,19152, Pennsylvania,33293
8710000US4219153,ZCTA5,19153, Pennsylvania,12259
8710000US4219154,ZCTA5,19154, Pennsylvania,34196
8710000US4219301,ZCTA5,19301, Pennsylvania,6402
8710000US4219310,ZCTA5,19310, Pennsylvania,3066
8710000US4219311,ZCTA5,19311, Pennsylvania,8584
8710000US4219312,ZCTA5,19312, Pennsylvania,11539
8710000US4219316,ZCTA5,19316, Pennsylvania,186
8710000US4219317,ZCTA5,19317, Pennsylvania,9530
8710000US4219319,ZCTA5,19319, Pennsylvania,1130
8710000US4219320,ZCTA5,19320, Pennsylvania,52342
8710000US4219330,ZCTA5,19330, Pennsylvania,5421
8710000US4219333,ZCTA5,19333, Pennsylvania,6895
8710000US4219335,ZCTA5,19335, Pennsylvania,46984
8710000US4219341,ZCTA5,19341, Pennsylvania,16709
8710000US4219342,ZCTA5,19342, Pennsylvania,18099
8710000US4219343,ZCTA5,19343, Pennsylvania,8142
8710000US4219344,ZCTA5,19344, Pennsylvania,11919
8710000US4219345,ZCTA5,19345, Pennsylvania,689
8710000US4219348,ZCTA5,19348, Pennsylvania,22232
8710000US4218355,ZCTA5,18355, Pennsylvania,1492
8710000US4218370,ZCTA5,18370, Pennsylvania,1096
8710000US4218356,ZCTA5,18356, Pennsylvania,136
8710000US4218357,ZCTA5,18357, Pennsylvania,104
8710000US4218360,ZCTA5,18360, Pennsylvania,28362
8710000US4218371,ZCTA5,18371, Pennsylvania,747
8710000US4218372,ZCTA5,18372, Pennsylvania,3210
8710000US4218403,ZCTA5,18403, Pennsylvania,7087
8710000US4218405,ZCTA5,18405, Pennsylvania,2561
8710000US4218407,ZCTA5,18407, Pennsylvania,13862
8710000US4218411,ZCTA5,18411, Pennsylvania,21985
8710000US4218413,ZCTA5,18413, Pennsylvania,151
8710000US4218414,ZCTA5,18414, Pennsylvania,5452
8710000US4218415,ZCTA5,18415, Pennsylvania,1245
8710000US4218417,ZCTA5,18417, Pennsylvania,1121
8710000US4218419,ZCTA5,18419, Pennsylvania,4634
8710000US4218420,ZCTA5,18420, Pennsylvania,57
